"authorId","badges/0","badges/1","badges/2","badges/3","externalSource","itemType","negativeFeedback","positiveFeedback","productId","productName","productUrl","rating","recommended","reviewId","submissionTime","text","title","userNickname"
"799f77d61173cb643ec43c0c7172fa06",,,,,"bazaarvoice","Review","0","0","315381296","Safrel Melatonin 3mg Fast Dissolve Tablets, Vegan Natural Sleep Aid, Helps You to Fall Asleep Faster and Stay Asleep Longer, Helps with Occasional Sleeplessness and Supports Restful Sleep, 60 Count","https://www.walmart.com/ip/Safrel-Melatonin-3mg-Fast-Dissolve-Tablets-Vegan-Natural-Sleep-Aid-Helps-You-Fall-Asleep-Faster-Stay-Longer-Occasional-Sleeplessness-Supports-Restful/315381296?classType=REGULAR","1",,"346283074","2024-06-04","The bottle arrived empty, with no pills in it at all. The safety seal was adhered to the bottle. I never had this happen before, anywhere!","Empty Sealed Bottle","Craig"
"197407771f8c654a5902759a6ea81daf","VerifiedPurchaser",,,,"bazaarvoice","Review","0","0","358471439","NOW Foods - Melatonin Sustained Release 5 mg. - 120 Tablets","https://www.walmart.com/ip/NOW-Foods-Melatonin-Sustained-Release-5-mg-120-Tablets/358471439?classType=REGULAR","3",,"354459903","2024-08-17","Cap doesn't stay on. As far as medicine itself, it helps somewhat. Still woke up at occasionally, but not quite as often",,"CCCK"
"e598501d03c2852db9ab03a60e62fb4f","IncentivizedReviewYes","VerifiedPurchaser","PrizeIncentive",,"bazaarvoice","Review","0","0","358471439","NOW Foods - Melatonin Sustained Release 5 mg. - 120 Tablets","https://www.walmart.com/ip/NOW-Foods-Melatonin-Sustained-Release-5-mg-120-Tablets/358471439?classType=REGULAR","5",,"327925776","2023-12-14","Have other products from them. I was taking non-time released ones of another brand.  Woke up many times at night, sometime hours before going back to sleep. I take a small non time released one to act quickly, and one of these. I have had such great sleep. Get up as older ladies do at time during night to wee wee, and right back to sleep. use to not do that. Truly being released over time has been a help for me.","Good quality products.","Lois"
"a70409a6bb713c48dd2c52c3b6e439b5","VerifiedPurchaser",,,,"bazaarvoice","Review","0","0","358471439","NOW Foods - Melatonin Sustained Release 5 mg. - 120 Tablets","https://www.walmart.com/ip/NOW-Foods-Melatonin-Sustained-Release-5-mg-120-Tablets/358471439?classType=REGULAR","4",,"353889276","2024-08-11","effective product, if you want to speed up effects, smash the tablet fisrt","honest","Joseph"
"a859180031748475ed5970e3700a068897db19b3e618ddb63d5280d2aaf10fb445d116019c0f1665ec6f82165c963a06","IncentivizedReviewYes","VerifiedPurchaser","PrizeIncentive",,"bazaarvoice","Review","0","0","358471439","NOW Foods - Melatonin Sustained Release 5 mg. - 120 Tablets","https://www.walmart.com/ip/NOW-Foods-Melatonin-Sustained-Release-5-mg-120-Tablets/358471439?classType=REGULAR","5",,"352882189","2024-08-02","This product works exceptionally well.   It's gentle but effective .","Great","Barbie"
"a0240e350a9b06f00df193d32c4d21e2ecb4e62440bb5ca2043637ade36a4677a8a2a86d003e6f0562292758256662e0","IncentivizedReviewYes","VerifiedPurchaser","PrizeIncentive",,"bazaarvoice","Review","0","0","358471439","NOW Foods - Melatonin Sustained Release 5 mg. - 120 Tablets","https://www.walmart.com/ip/NOW-Foods-Melatonin-Sustained-Release-5-mg-120-Tablets/358471439?classType=REGULAR","5",,"353295782","2024-08-06","Sleeping through night and it is helping nocturnal reflux like some clinical trials have suggested!","The sustained release is working!","JLC"
"c2612803b1e8b8a8a853f85f25bce6c282593e8fdf2f3ef440657b85c3106eceb7c5cb28e546dfb818ff7a527d8e536a","IncentivizedReviewYes","VerifiedPurchaser","PrizeIncentive",,"bazaarvoice","Review","0","0","358471439","NOW Foods - Melatonin Sustained Release 5 mg. - 120 Tablets","https://www.walmart.com/ip/NOW-Foods-Melatonin-Sustained-Release-5-mg-120-Tablets/358471439?classType=REGULAR","5",,"346800955","2024-06-10","We used to take 10mg of another time release brand and these work just as well .",,"Terrence"
"9edd6ca8a4d63b023556832dfdb15e86","VerifiedPurchaser","PrizeIncentive",,,"bazaarvoice","Review","0","0","358471439","NOW Foods - Melatonin Sustained Release 5 mg. - 120 Tablets","https://www.walmart.com/ip/NOW-Foods-Melatonin-Sustained-Release-5-mg-120-Tablets/358471439?classType=REGULAR","5",,"317751956","2023-09-15","Great product at a good price; fast and free shipping","Helps me sleep well","likesthingsthatfitwell"
,"VerifiedPurchaser","VerifiedPurchaser",,,"bazaarvoice","Review","0","0","358471439","NOW Foods - Melatonin Sustained Release 5 mg. - 120 Tablets","https://www.walmart.com/ip/NOW-Foods-Melatonin-Sustained-Release-5-mg-120-Tablets/358471439?classType=REGULAR","4","true","232661915","2022-12-13","Ok","Melatonin","Patricia"
,,,,,"aspectiva","Review","0","0","358471439","NOW Foods - Melatonin Sustained Release 5 mg. - 120 Tablets","https://www.walmart.com/ip/NOW-Foods-Melatonin-Sustained-Release-5-mg-120-Tablets/358471439?classType=REGULAR","5",,"f7a27381-b494-30b9-92ed-28019727f591","2023-11-21","great product","","Valee More"
,,,,,"aspectiva","Review","0","0","358471439","NOW Foods - Melatonin Sustained Release 5 mg. - 120 Tablets","https://www.walmart.com/ip/NOW-Foods-Melatonin-Sustained-Release-5-mg-120-Tablets/358471439?classType=REGULAR","4",,"2091d9a2-c0c0-47d7-6474-a42a1456c267","2023-06-03","Melatonin 120 Tabs By Now Foods","","Susan Jeffery"
,,,,,"aspectiva","Review","0","0","358471439","NOW Foods - Melatonin Sustained Release 5 mg. - 120 Tablets","https://www.walmart.com/ip/NOW-Foods-Melatonin-Sustained-Release-5-mg-120-Tablets/358471439?classType=REGULAR","5",,"a2bdc58f-c6c1-e16c-bfb0-7ba4224dbaf3","2023-06-09","Fast and great price. Just the shipping to my country was expensive - Denmark","So fast","Luis G Pitarello C/O MARIE SKAK JENSEN"
"d581ff4d733d493894f36cdd0a3e0379","VerifiedPurchaser",,,,"bazaarvoice","Review","0","0","141919653","Melatonin 5mg | 300 Vegetarian Tablets | Natural Berry Flavor | by Carlyle","https://www.walmart.com/ip/Melatonin-5mg-300-Vegetarian-Tablets-Natural-Berry-Flavor-by-Carlyle/141919653?classType=REGULAR","5",,"345605580","2024-05-27","I will not have to buy melatonin for a while now",,"missvickie51"
"d0f6a3c1ed27ba20bae159aeab842d8c","VerifiedPurchaser",,,,"bazaarvoice","Review","0","0","141919653","Melatonin 5mg | 300 Vegetarian Tablets | Natural Berry Flavor | by Carlyle","https://www.walmart.com/ip/Melatonin-5mg-300-Vegetarian-Tablets-Natural-Berry-Flavor-by-Carlyle/141919653?classType=REGULAR","5","true","268677902","2021-09-01","Pleasant tasting, works fast","good product","mosaiclady"
"abb607f546489c732ba00355ec1e86d8739521d973da4b44409fa69f13990464c802d5ded217533c8af99fd9953f0555","VerifiedPurchaser","IncentivizedReviewYes",,,"bazaarvoice","Review","0","0","141919653","Melatonin 5mg | 300 Vegetarian Tablets | Natural Berry Flavor | by Carlyle","https://www.walmart.com/ip/Melatonin-5mg-300-Vegetarian-Tablets-Natural-Berry-Flavor-by-Carlyle/141919653?classType=REGULAR","5","false","304954589","2023-04-23","Has no milk- great if you have an allergy",,"Judith"
"7ee366d8c00970a98dc6f100bf0077a2ea9ba50efada8ba7acf8374f63d3d4f428279e75a9e236f1fdfd000ae0ae066e","VerifiedPurchaser","IncentivizedReviewYes",,,"bazaarvoice","Review","0","0","141919653","Melatonin 5mg | 300 Vegetarian Tablets | Natural Berry Flavor | by Carlyle","https://www.walmart.com/ip/Melatonin-5mg-300-Vegetarian-Tablets-Natural-Berry-Flavor-by-Carlyle/141919653?classType=REGULAR","5","false","287785216","2022-10-09","I like the taste.  As a senior, it has helped me get to sleep faster.",,"Mary"
