"authorId","badges/0","badges/1","badges/2","badges/3","externalSource","itemType","negativeFeedback","positiveFeedback","productId","productName","productUrl","rating","recommended","reviewId","submissionTime","text","title","userNickname"
"559ef8469a1504d9d6e5b0361dde2e66fa8562b879b99727d4723da7235057272e5efcfb94c1d8618850b8a05f8ecac2",,,,,"bazaarvoice","Review","0","0","5410505263","Nature Made Melatonin 5 mg Extra Strength Gummies, Occasional Use Sleep Aid, 90 Count","https://www.walmart.com/ip/Nature-Made-Melatonin-5-mg-Extra-Strength-Gummies-Occasional-Use-Sleep-Aid-90-Count/5410505263?classType=REGULAR","3",,"361556163","2024-10-27","Odd this is extra strength at onky 5mg.  I recently just purchased these.  another brand ibhad was 10mg strength.
make sure to always do your own  investigation.",,"Sharon"
"aa0d611dd1f7a375ffce77ab97fa916d15300d22d431c762cb7ede845643422a57bb52406a87b394e240613878522d2b","VerifiedPurchaser",,,,"bazaarvoice","Review","0","0","5410505263","Nature Made Melatonin 5 mg Extra Strength Gummies, Occasional Use Sleep Aid, 90 Count","https://www.walmart.com/ip/Nature-Made-Melatonin-5-mg-Extra-Strength-Gummies-Occasional-Use-Sleep-Aid-90-Count/5410505263?classType=REGULAR","2",,"356948742","2024-09-10","The worse melatonin gummies I've had . Chewy ,tough old tasting. Slow action just not good . Dollar store had much better",,"Jeannie"
"ab5712a2b27733063069fa01637fe41f16fc2f882eca501f5a9f2cd759949c64bff27bf9e6de41a1131d47cf01a241ae","IncentivizedReviewYes","VerifiedPurchaser","PrizeIncentive",,"bazaarvoice","Review","0","0","386114925","Amazing Formulas Melatonin 5 Mg Per Serving 180 Tablets Supplement | Non-GMO | Gluten Free | Made in USA","https://www.walmart.com/ip/Amazing-Formulas-Melatonin-5-Mg-Per-Serving-180-Tablets-Supplement-Non-GMO-Gluten-Free-Made-in-USA/386114925?classType=REGULAR","5",,"355082786","2024-08-23","Effective with some extra good ingredients in there","Get a good nights sleep","Laura"
"b32a1fd031b31968c652fe9d9597cde7","VerifiedPurchaser",,,,"bazaarvoice","Review","0","0","386114925","Amazing Formulas Melatonin 5 Mg Per Serving 180 Tablets Supplement | Non-GMO | Gluten Free | Made in USA","https://www.walmart.com/ip/Amazing-Formulas-Melatonin-5-Mg-Per-Serving-180-Tablets-Supplement-Non-GMO-Gluten-Free-Made-in-USA/386114925?classType=REGULAR","5",,"361246585","2024-10-24","They worked really well","Slept good","Betty"
,"IncentivizedReviewYes",,,,"aspectiva","Review","0","0","5390457767","Force Factor Melatonin, Cherry, 5 mg, 120 Chewable Tablets","https://www.walmart.com/ip/Force-Factor-Melatonin-Cherry-5-mg-120-Chewable-Tablets/5390457767?classType=REGULAR","5",,"cb12bb3f-ac10-a384-e07d-8cab3e9a2e72","2024-08-11","Force Factor is a reliable laboratory and their products are shipped perfect by iherb, I will continue to be a loyal buyer.","Excellent product perfectly fulfills its purpose","iHerb customer"
,"IncentivizedReviewYes",,,,"aspectiva","Review","0","0","5390457767","Force Factor Melatonin, Cherry, 5 mg, 120 Chewable Tablets","https://www.walmart.com/ip/Force-Factor-Melatonin-Cherry-5-mg-120-Chewable-Tablets/5390457767?classType=REGULAR","5",,"a9dac3fa-5683-36db-eb77-d5e45c26f5f7","2024-08-07","works great an ingredients tastes alright too not to big of size ","works wonders ✨️","iHerb customer"
,"IncentivizedReviewYes",,,,"aspectiva","Review","0","0","5390457767","Force Factor Melatonin, Cherry, 5 mg, 120 Chewable Tablets","https://www.walmart.com/ip/Force-Factor-Melatonin-Cherry-5-mg-120-Chewable-Tablets/5390457767?classType=REGULAR","5",,"2ec06152-98c0-fad4-04bb-74ad04b06232","2024-09-19","It's a good gift and it's great value and volume. This is very good","Excellent!","iHerb customer"
,"IncentivizedReviewYes",,,,"aspectiva","Review","0","0","5390457767","Force Factor Melatonin, Cherry, 5 mg, 120 Chewable Tablets","https://www.walmart.com/ip/Force-Factor-Melatonin-Cherry-5-mg-120-Chewable-Tablets/5390457767?classType=REGULAR","5",,"bc143d87-5630-0d24-5f99-55e6507b6df4","2024-02-16","Small sweet taste tablet, for me one is enough to become sleepy fast.","Good","iHerb Customer"
"7d6400d3cba78d08ef90ff35a7ca2f72","VerifiedPurchaser",,,,"bazaarvoice","Review","0","0","753115056","Nature's Bounty Melatonin 5 mg Twin Pack, 60 Rapid Release Liquid Softgels","https://www.walmart.com/ip/Nature-s-Bounty-Melatonin-5-mg-Twin-Pack/753115056?classType=REGULAR","5",,"350180134","2024-07-13","Thank You Wal Mart for shipping by Fed Ex and not USPS.","Thanks","WalmartCustomer"
"9ca164b7f4bde851128a5a3afa7077b45f7416da99cadd9895936b456b9ca60f01db62077d6c6b9725c071d8abef5d84","VerifiedPurchaser",,,,"bazaarvoice","Review","0","0","753115056","Nature's Bounty Melatonin 5 mg Twin Pack, 60 Rapid Release Liquid Softgels","https://www.walmart.com/ip/Nature-s-Bounty-Melatonin-5-mg-Twin-Pack/753115056?classType=REGULAR","5",,"352690636","2024-07-31","Works very well.  I love this brand and makes me fall asleep fast. Cons i can't think about.","Sleep 😴","Anu"
